,Category,Location,Restaurant,UserID,Menu,Review,Date,Total,Taste,Quantity,Delivery
22,치킨,운정1동,노랑통닭-운정1호점,mo**님,"엄청큰 후라이드치킨/1(추가 선택(순살로 변경,콜라 1.25L로 변경),사이드 메뉴(노랑치즈볼（오리지날맛）))",튀김옷이 바삭하고 맛있게 잘 먹었어요 지금 한마리 더 주문하려구요~~,2021년 7월 16일,5,5,5,5
23,치킨,운정1동,노랑통닭-운정1호점,lo**님,알싸한 마늘치킨/1(사이즈 선택(Regular)),늦은 시간에 주문한건데도 뜨끈뜨끈 ㅎㅎ 배달도 완전 빨랐어용,2021년 7월 16일,5,5,5,5
24,치킨,운정1동,노랑통닭-운정1호점,pm**님,알싸한 마늘치킨/1(사이즈 선택(Regular)),바삭하고 맛있어요~~ 재주문 꼭~~~,2021년 7월 15일,5,5,5,5
25,치킨,운정1동,노랑통닭-운정1호점,so**님,"엄청큰 후라이드치킨/1(추가 선택(순살로 변경)),웰빙파닭/1(치킨 선택(후라이드＋양념 선택),추가 선택(순살로 변경))",역시노랑통닭입니다.,2021년 7월 13일,5,5,5,5
26,치킨,운정1동,노랑통닭-운정1호점,rk**님,알싸한 마늘치킨/1(사이즈 선택(Size Up)),넘나맛있어요 담에 다시시킬게요,2021년 7월 12일,5,5,5,5
27,치킨,운정1동,노랑통닭-운정1호점,fo**님,알싸한 마늘치킨/1(사이즈 선택(Size Up)),순살이구 바삭하구 양많구 맛있어요 ^^ (소스도 많아요) 리뷰이벤트 과자들도 잘먹겠습니다 ㅎㅎ,2021년 7월 11일,5,5,5,5
28,치킨,운정1동,노랑통닭-운정1호점,rc**님,순살 3종세트（후라이드＋양념＋깐풍）/1,홀에서 주는 양이랑 차이가 좀 큰거같음,2021년 7월 10일,5,5,3,5
29,치킨,운정1동,노랑통닭-운정1호점,uh**님,순살 3종세트（후라이드＋양념＋깐풍）/1(추가 선택(콜라 1.25L로 변경)),바삭하고 담백 맛있어요,2021년 7월 10일,4,5,5,4
30,치킨,운정1동,노랑통닭-운정1호점,bb**님,알싸한 마늘치킨/1(사이즈 선택(Regular)),👍👍👍👍👍양 엄청 많고 맛있어요~~~~,2021년 7월 10일,5,5,5,5
31,치킨,운정1동,노랑통닭-운정1호점,yu**님,순살 3종세트（후라이드＋양념＋깐풍）/1,맛있어요 짱장좋다 ㅋㅋㅋㅋ,2021년 7월 7일,5,5,5,5
32,치킨,운정1동,노랑통닭-운정1호점,tr**님,엄청큰 후라이드치킨/1(추가 선택(순살로 변경)),너무 맛남 ㅎ 굳 굳 굳,2021년 7월 7일,5,5,5,5
33,치킨,운정1동,노랑통닭-운정1호점,gg**님,맵싸한 3종세트/1(뼈 or 순살 선택(순살)),3개 모두 매콤합니당!!!!,2021년 7월 6일,5,5,5,5
34,치킨,운정1동,노랑통닭-운정1호점,l2**님,엄청큰 후라이드치킨/1(추가 선택(순살로 변경)),"치킨이 뜨거웠음 좋았겠지만 식었어도 바삭하니 괜찮았어여.. 소스도 소금, 양념치킨용 소스, 허니머스터드 주셔서 골고루 맛 보는것 같았어여.. 카레향이 느껴져서 덜 느끼하게 먹을수 있었던것 같아여~~ 잘 먹었습니다~~",2021년 7월 5일,5,5,5,5
35,치킨,운정1동,노랑통닭-운정1호점,sr**님,"알싸한 마늘치킨/1(사이즈 선택(Regular),별미 메뉴(깐풍똥집))",배달하시는 분이 친절하게 문자도 남겨주셔서 너무 감사했어요 양도 많고 맛도 맛있었어요ㅎㅎㅎ넘 중독적이라 자주 먹게되네요,2021년 7월 5일,5,5,5,5
36,치킨,운정1동,노랑통닭-운정1호점,en**님,순살 3종세트（후라이드＋양념＋깐풍）/1,매번 시켜먹는데 잘먹었어요,2021년 7월 4일,5,5,5,5
37,치킨,운정1동,노랑통닭-운정1호점,yi**님,순살 3종세트（후라이드＋양념＋깐풍）/1(추가 선택(콜라 1.25L로 변경)),노통 최고!!❤️❤️❤️,2021년 7월 4일,5,5,5,5
38,치킨,운정1동,노랑통닭-운정1호점,da**님,후라이드반 ＋ 깐풍반/1,맛잇어요 노란통닭 중독 ㅜ ㅜ,2021년 7월 3일,5,5,5,5
39,치킨,운정1동,노랑통닭-운정1호점,sy**님,알싸한 마늘치킨/1(사이즈 선택(Size Up)),맛닜어요<~~~~~~~,2021년 7월 3일,5,5,5,5
40,치킨,운정1동,노랑통닭-운정1호점,su**님,순살 3종세트（후라이드＋양념＋깐풍）/1,정말 맛있게 잘 먹었습니다. 옛날과자는 아이들이 너무 좋아했네요^^,2021년 7월 2일,5,5,5,5
41,치킨,운정1동,노랑통닭-운정1호점,cw**님,순살 3종세트（후라이드＋양념＋깐풍）/1,배달도 빨리 왔고 치킨도 진짜진짜 맛있었습니다:),2021년 7월 2일,5,5,5,5
42,치킨,운정1동,노랑통닭-운정1호점,gn**님,맵싸한 고추치킨/1(뼈 or 순살 선택(뼈)),얼마전 어린 조카들이 집에 놀러와서 알게 된 노랑통닭 먹어보니 새로운 맛이라 재주문해서 먹었는데 맛있더라구요,2021년 7월 1일,5,5,5,5
43,치킨,운정1동,노랑통닭-운정1호점,mi**님,맵싸한 3종세트/1(뼈 or 순살 선택(순살)),배달 빠르고 친절하네요. 양도 많아서 둘이서 다 못 먹고 남겼네요. 맛도 굿이였습니다.,2021년 7월 1일,5,5,5,5
44,치킨,운정1동,노랑통닭-운정1호점,ko**님,엄청큰 후라이드치킨/1(추가 선택(순살로 변경)),배달 감사합니다 잘먹었습니다,2021년 6월 29일,5,5,4,5
45,치킨,운정1동,노랑통닭-운정1호점,ku**님,"엄청큰 후라이드치킨/1(추가 선택(순살로 변경),사이드 메뉴(즉석 치즈 떡볶이))",진짜 넘넘 행복했습니다 담엔 마늘맛 도전해볼게요~^^,2021년 6월 29일,5,5,5,5
46,치킨,운정1동,노랑통닭-운정1호점,da**님,순살 3종세트（후라이드＋양념＋깐풍）/1,"맛좋은 야식타임 ㄱㅅㄱㅅ ps,전속모델님 이마에 점 있음ㅋㅋㅋ",2021년 6월 21일,5,5,5,5
47,치킨,운정1동,노랑통닭-운정1호점,ju**님,순살 3종세트（후라이드＋양념＋깐풍）/1,맛나요 순살 3종세트 굿이에요,2021년 6월 21일,5,5,5,3
48,치킨,운정1동,노랑통닭-운정1호점,bj**님,맵싸한 고추치킨/1(뼈 or 순살 선택(순살)),양도 많고 맛있담!,2021년 6월 20일,4,4,4,4
49,치킨,운정1동,노랑통닭-운정1호점,yo**님,순살 3종세트（후라이드＋양념＋깐풍）/1(소스 선택(맵싸한 디핑소스)),맛이 조금 변한거같아요 맛없는건아니지만 기대가너무컸나봐요,2021년 6월 20일,4,4,5,5
50,치킨,운정1동,노랑통닭-운정1호점,pp**님,엄청큰 후라이드치킨/1(추가 선택(순살로 변경)),맛있고 좋아요 좋아,2021년 6월 19일,5,5,5,5
51,치킨,운정1동,노랑통닭-운정1호점,na**님,알싸한 마늘치킨/1(사이즈 선택(Regular)),역시 맛나요 최고최고 하규,2021년 6월 17일,5,5,5,5
52,치킨,운정1동,노랑통닭-운정1호점,km**님,맵싸한 고추치킨/1(뼈 or 순살 선택(순살)),"주말이라 바쁠것같아서 그러신것같은데... 미리튀겨놓은걸 갖다줘서 맛이없어요,,, 원래 잘시켜먹는데 엄마께 맛있다고 드셔보시라고 ..기대를 잔득하고있었는데... 대실망...,화가나네요....",2021년 6월 13일,2,1,4,4
53,치킨,운정1동,노랑통닭-운정1호점,so**님,후라이드반 ＋ 양념반/1(추가 선택(순살로 변경)),신속하게 배달해주셔서 감사합니다! 맛있어요~~양이 정말많답니다,2021년 6월 13일,4,4,4,5
54,치킨,운정1동,노랑통닭-운정1호점,sy**님,알싸한 마늘치킨/1(사이즈 선택(Size Up)),역시 운정1호점이네여 ㅠㅠ 저번에 다른 지점꺼 먹었는데 마늘은 없고 치킨은 눅눅하고 사이즈업 시켰는데 양이 엄청 적었어요 ㅠㅠ 앞으로 운정1호점에서만 시켜 먹을거에요!!!❤️운정 1호점은 그 모든걸 다 충족 시켜 줍니다!,2021년 6월 11일,5,5,5,5
55,치킨,운정1동,노랑통닭-운정1호점,du**님,"알싸한 마늘치킨/1(사이즈 선택(Regular),사이드 메뉴(즉석 치즈 떡볶이))",절대 실망시키지 않는 치킨입니다.,2021년 6월 11일,5,5,5,5
56,치킨,운정1동,노랑통닭-운정1호점,ej**님,알싸한 마늘치킨/1(사이즈 선택(Size Up)),알싸~~~~~~한 마늘치킨 중독되어버렷네요 !!,2021년 6월 5일,5,5,5,5
57,치킨,운정1동,노랑통닭-운정1호점,ho**님,"알싸한 마늘치킨/1(사이즈 선택(Regular),소스 선택(맵싸한 디핑소스))",노랑통닭 ~~ 자주 먹고 싶은 마늘치킨이네요,2021년 6월 2일,5,5,5,5
58,치킨,운정1동,노랑통닭-운정1호점,wm**님,"순살 3종세트（후라이드＋양념＋깐풍）/1(추가 선택(콜라 1.25L로 변경),사이드 메뉴(노랑치즈볼（오리지날맛）))",배달 빠르고 좋아요 맛있습니다,2021년 6월 1일,5,5,4,4
59,치킨,운정1동,노랑통닭-운정1호점,ne**님,엄청큰 후라이드치킨/1(추가 선택(순살로 변경)),맛있어요~~~~~~,2021년 5월 31일,5,5,5,5
60,치킨,운정1동,노랑통닭-운정1호점,02**님,"알싸한 마늘치킨/1(사이즈 선택(Size Up),추가 선택(콜라 1.25L로 변경),사이드 메뉴(노랑치즈볼（매콤한맛）5개))",처음시켜봤는데 양도 많고 맛도좋고 너무좋네요~~ 리뷰이벤트로받은 추억의 과자까지~~ 잘먹겠습니다~~,2021년 5월 28일,5,5,5,5
61,치킨,운정1동,노랑통닭-운정1호점,ri**님,순살 3종세트（후라이드＋양념＋깐풍）/1(사이드 메뉴(즉석 치즈 떡볶이)),3종 순살에 떡볶이 궁합이 너무 좋아용~~! 맛있어욥,2021년 5월 28일,5,5,5,5
62,치킨,운정1동,노랑통닭-운정1호점,so**님,"맵싸한 고추치킨/1(뼈 or 순살 선택(순살)),파 추가/1",순살인데 튀김옷이 좀 두꺼운거 말고 다 좋아요,2021년 5월 27일,5,4,5,5
63,치킨,운정1동,노랑통닭-운정1호점,jy**님,"엄청큰 후라이드치킨/1,똥집감자튀김/1",제가 잘못해서 순살로 못했네요 그래도 맛있었어용,2021년 5월 24일,5,5,4,4
64,치킨,운정1동,노랑통닭-운정1호점,su**님,알싸한 마늘치킨/1(사이즈 선택(Regular)),맛있게 잘 먹었습니다~~ 순살치킨에 마늘소스~~ 둘이서 정신없이 먹다가 사진 남겨요,2021년 5월 23일,5,5,5,5
65,치킨,운정1동,노랑통닭-운정1호점,jj**님,"알싸한 마늘치킨/1(사이즈 선택(Regular),사이드 메뉴(노랑치즈볼（오리지날맛）))",오늘 치킨이 너무 딱딱하네요. 평소는 바삭해서 노랑통닭 좋아하는데 오늘은 오래 튀겼는지 검고 딱딱해서 많이 남겼어요. 저번보다 반죽이 더 매운거같기도 하구요. 애들이 맵다고....,2021년 5월 19일,4,3,5,5
66,치킨,운정1동,노랑통닭-운정1호점,yi**님,"순살 3종세트（후라이드＋양념＋깐풍）/1(추가 선택(콜라 1.25L로 변경),사이드 메뉴(즉석 치즈 떡볶이))",너무너무 맛있게 먹었습니당...☆,2021년 5월 19일,5,5,5,5
67,치킨,운정1동,노랑통닭-운정1호점,du**님,"알싸한 마늘치킨/1(사이즈 선택(Regular)),즉석 치즈 떡볶이 /1",마늘치킨과 치즈떡볶이의 조합은 환상!,2021년 5월 17일,5,5,5,5
68,치킨,운정1동,노랑통닭-운정1호점,o-**님,맵싸한 고추치킨/1(뼈 or 순살 선택(순살)),맛은있는데....순살인데 고기는 별로없는거같고 튀김가루건더기가 너무많고 배달도 늦어서 치킨은 식어서 왔고 ... 튀김가루?건더기가 너무많아서 좀 걸러서 배달해주셧으면 좋겠네요 고긴줄알고 먹으면 거의다 튀김건더기네요,2021년 5월 16일,3,4,3,3
69,치킨,운정1동,노랑통닭-운정1호점,fr**님,엄청큰 후라이드치킨/1,양도 많고 무엇보다 따뜻한상태로 먹을수있어 좋았습니다^^,2021년 5월 16일,5,4,4,4
70,치킨,운정1동,노랑통닭-운정1호점,gk**님,"맵싸한 3종세트/1(뼈 or 순살 선택(뼈)),엄청큰 후라이드치킨/1(추가 선택(순살로 변경))",치킨은 늘 노랑통닭 시켜먹어요! 아이가 잘 먹어요^^,2021년 5월 16일,5,5,5,5
71,치킨,운정1동,노랑통닭-운정1호점,an**님,알싸한 마늘치킨/1(사이즈 선택(Size Up)),맛있어요! 시켜드세요!,2021년 5월 15일,5,5,5,5
72,치킨,운정1동,노랑통닭-운정1호점,ch**님,"순살 3종세트（후라이드＋양념＋깐풍）/1(추가 선택(콜라 1.25L로 변경),사이드 메뉴(노랑치즈볼（오리지날맛）))",맛있습니다. 또 뵙겠습니다.,2021년 5월 15일,5,5,5,5
73,치킨,운정1동,노랑통닭-운정1호점,db**님,순살 3종세트（후라이드＋양념＋깐풍）/1,배달도 빨리오구 역시 맛있어요^^~,2021년 5월 13일,5,5,5,5
74,치킨,운정1동,노랑통닭-운정1호점,so**님,"웰빙파닭/1(치킨 선택(후라이드＋양념 선택),추가 선택(순살로 변경))",남편이 진짜 자기 스타일 치킨 집을 찾았대요. 파닭도 맛나고 후라이드도 맛나고 번창하세용^^♡ 사진못찍어서 아쉽네요.,2021년 5월 9일,5,5,5,5
75,치킨,운정1동,노랑통닭-운정1호점,it**님,"깐풍똥집/1,찹쌀볼도그/1",맛있게 잘 먹었네요~~~,2021년 5월 6일,5,4,5,5
76,치킨,운정1동,노랑통닭-운정1호점,an**님,알싸한 마늘치킨/1(사이즈 선택(Size Up)),드세요 장난아닙니다 천상의맛,2021년 5월 6일,5,5,5,5
77,치킨,운정1동,노랑통닭-운정1호점,mj**님,순살 3종세트（후라이드＋양념＋깐풍）/1,잘 먹었어요 번창하세요^^~,2021년 5월 5일,5,5,5,5
78,치킨,운정1동,노랑통닭-운정1호점,gg**님,"맵싸한 고추치킨/1(뼈 or 순살 선택(순살)),콜라 1.25L/1",고추치킨 두번째 주문하는데 매콤해서 맛있어용~~!!!,2021년 5월 1일,5,5,5,5
79,치킨,운정1동,노랑통닭-운정1호점,de**님,순살 3종세트（후라이드＋양념＋깐풍）/1(추가 선택(콜라 1.25L로 변경)),배고프고 뼈바르기 귀찮을때 그럭저럭 괜춘,2021년 5월 1일,4,3,3,3
80,치킨,운정1동,노랑통닭-운정1호점,hs**님,순살 3종세트（후라이드＋양념＋깐풍）/1,10자 제한 끄적끄적,2021년 4월 30일,5,5,5,5
81,치킨,운정1동,노랑통닭-운정1호점,wa**님,알싸한 마늘치킨/1(사이즈 선택(Size Up)),바삭하고소스맛있어요,2021년 4월 29일,5,5,5,5
82,치킨,운정1동,노랑통닭-운정1호점,ka**님,알싸한 마늘치킨/1(사이즈 선택(Size Up)),잘먹었습니다 감사합니다,2021년 4월 29일,5,5,5,5
83,치킨,운정1동,노랑통닭-운정1호점,go**님,"엄청큰 후라이드치킨/1(추가 선택(콜라 1.25L로 변경)),똥집감자튀김/1",맛있어요 완전대박이에요,2021년 4월 26일,5,5,5,5
84,치킨,운정1동,노랑통닭-운정1호점,mo**님,똥집감자튀김/2,과자가 꾀돌이 작은 사이즈라 좀 실망스러웠어요. 사장님 이벤트를 좀 통 크게 진행하시면 좋을 것 같습니다.,2021년 4월 25일,5,5,5,5
85,치킨,운정1동,노랑통닭-운정1호점,ba**님,후라이드반 ＋ 양념반/1(추가 선택(순살로 변경)),후라이드바삭하고 맛나네요 다음엔 뼈로 주문해야겠어요 양도많고 감사합니다,2021년 4월 25일,4,4,5,5
86,치킨,운정1동,노랑통닭-운정1호점,jo**님,깐풍똥집/1(추가 선택(콜라 1.25L로 변경)),과자줘요 과자줘요 과자줘요,2021년 4월 25일,5,5,5,5
87,치킨,운정1동,노랑통닭-운정1호점,dm**님,순살 3종세트（후라이드＋양념＋깐풍）/1(추가 선택(콜라 1.25L로 변경)),"치킨이 눅눅해서 맛이 쫌 떨어진 느낌이였어요, 바삭했으면 진짜 맛잇엇을거같은데 눅눅해서 별로엿습니당 다음엔 바삭한 치킨이먹고싶네욤",2021년 4월 25일,3,3,3,4
88,치킨,운정1동,노랑통닭-운정1호점,ho**님,"맵싸한 고추치킨/1(뼈 or 순살 선택(순살),소스 선택(맵싸한 디핑소스))",맛있네요. 기름이 너무 많아요. 다음날 남은치킨을 보면 종이를 비닐채 뒀는데 비닐안까지 기름이 헝건합니다.....,2021년 4월 21일,4,4,4,5
89,치킨,운정1동,노랑통닭-운정1호점,yj**님,순살 3종세트（후라이드＋양념＋깐풍）/1,항상 제시간에 맛나게 먹습니다.,2021년 4월 20일,5,5,5,5
90,치킨,운정1동,노랑통닭-운정1호점,jo**님,알싸한 마늘치킨/1(사이즈 선택(Regular)),늘 맛있고 마늘이 들어가 몸에도 좋아요,2021년 4월 20일,5,5,5,5
91,치킨,운정1동,노랑통닭-운정1호점,jo**님,깐풍똥집/1(추가 선택(콜라 1.25L로 변경)),자신있는 사람의 자신있는 별미,2021년 4월 14일,5,5,5,5
92,치킨,운정1동,노랑통닭-운정1호점,se**님,,맛있게 잘먹었어요. 특히 떡볶이가 맛있네요,2021년 4월 14일,5,5,5,4
93,치킨,운정1동,노랑통닭-운정1호점,ot**님,순살 3종세트（후라이드＋양념＋깐풍）/1(추가 선택(콜라 1.25L로 변경)),잘 먹었어요!! ^^,2021년 4월 13일,5,4,4,5
94,치킨,운정1동,노랑통닭-운정1호점,ho**님,,새로나와 주문해봤는데 맛있네요. 굳이 단점을 찾자면 기름이 너무 많넹노,2021년 4월 13일,4,5,5,5
95,치킨,운정1동,노랑통닭-운정1호점,su**님,"후라이드반 ＋ 양념반/1(추가 선택(순살로 변경,콜라 1.25L로 변경))",비도 많이 오는데 빨리 갖다주셔서 감사해요~ 맛있게 잘먹었습니다~^^,2021년 4월 12일,5,5,5,5
96,치킨,운정1동,노랑통닭-운정1호점,se**님,맵싸한 고추치킨/1(뼈 or 순살 선택(순살)),이집 노랑통닭 처음시켜봤는데 배달도 65분이라찍었지만 훨씬빨리왔고 양 맛 모두 좋네요 종종 시켜먹도록하겠습니다,2021년 4월 11일,5,5,5,5
97,치킨,운정1동,노랑통닭-운정1호점,db**님,"알싸한 마늘치킨/1(사이즈 선택(Size Up),추가 선택(콜라 1.25L로 변경))",진짜 맛있어욤👍🏻 배달 20분만에 와서 놀랐네요 ㅋㅋㅋ 알싸한 마늘치킨 티비에 많이나와서 시켜봤는데 한국인이라면 좋아할 맛 ㅋㅋ,2021년 4월 11일,5,5,5,5
98,치킨,운정1동,노랑통닭-운정1호점,de**님,"맵싸한 고추치킨 ＋ 치즈볼（오리지널맛）/1(뼈 or 순살 선택(뼈),메뉴 선택(후라이드))",신메뉴 완전 맛있어요! 튀김옷이 매콤 바삭 굿이에요! 치즈볼도 맛있고 소스랑 치킨이랑 환상 조합이네요^^,2021년 4월 10일,5,5,5,5
99,치킨,운정1동,노랑통닭-운정1호점,ji**님,엄청큰 후라이드치킨/1(추가 선택(순살로 변경)),항상 야식을 먹을까말까 고민하다가 늦게 주문하는데 매번 빠르게 배달해주시네요! 늘 맛있고 따끈한 치킨을 먹을 수 있게 해주셔서 감사합니다 :),2021년 4월 10일,5,5,5,5
100,치킨,운정1동,노랑통닭-운정1호점,db**님,"알싸한 마늘치킨/1(사이즈 선택(Regular),사이드 메뉴(파 추가))",맛있어요 바삭바삭나의튀김,2021년 4월 9일,5,5,5,5
101,치킨,운정1동,노랑통닭-운정1호점,ki**님,"맵싸한 고추치킨 ＋ 코코넛 새우 튀김/1(뼈 or 순살 선택(순살),메뉴 선택(후라이드),소스 선택(맵싸한 디핑소스)),웰빙파닭/1(치킨 선택(후라이드＋양념 선택))",진짜루맛있다...강추..역시 노랑이,2021년 4월 9일,5,5,5,5
102,치킨,운정1동,노랑통닭-운정1호점,ju**님,맵싸한 고추치킨/1(뼈 or 순살 선택(뼈)),적당히 맵고 바삭바삭하네요 맛있습니다,2021년 4월 9일,5,5,5,5
103,치킨,운정1동,노랑통닭-운정1호점,db**님,순살 3종세트（후라이드＋양념＋깐풍）/1,포장 양 맛 다 너무 좋아요^^~ 아이둘이랑 맛있게 잘 먹었어요^^,2021년 4월 8일,5,5,5,5
104,치킨,운정1동,노랑통닭-운정1호점,yh**님,알싸한 마늘치킨/1(사이즈 선택(Regular)),노랑통닭 마늘치킨 맛있다고 해서 주문해봤는데 정말 맛있네요. 특히 바삭한 맛이 최고에요.마늘소스는 처음은 안 맵다가 끝맛은 진짜 알싸하네요. 바삭한 식감 좋아하는 분들은 좋아할 맛입니다!,2021년 4월 6일,5,4,5,4
105,치킨,운정1동,노랑통닭-운정1호점,ye**님,순살 3종세트（후라이드＋양념＋깐풍）/1(추가 선택(콜라 1.25L로 변경)),3종세트라 질리지 않고 맛있어요~ 근데 양념이 너무 많이 새서 종이박스가 다 젖어서 왔어요,2021년 4월 6일,4,4,5,5
106,치킨,운정1동,노랑통닭-운정1호점,je**님,맵싸한 고추치킨/1(뼈 or 순살 선택(순살)),노랑통닭 맵싸한고추치킨 새로나와 시켜봤는데 너무 빠싹 튀겨와서 거의 과자 수준이네요 그냥 알싸한마늘치킨이 더 나은듯요..,2021년 4월 6일,3,3,5,5
107,치킨,운정1동,노랑통닭-운정1호점,jo**님,알싸한 마늘치킨/1(사이즈 선택(Regular)),맛있어요 맛있어요 맛있어요,2021년 4월 6일,5,5,5,5
108,치킨,운정1동,노랑통닭-운정1호점,hs**님,순살 3종세트（후라이드＋양념＋깐풍）/1,10자 제한 끄적끄적,2021년 4월 6일,5,5,5,5
109,치킨,운정1동,노랑통닭-운정1호점,jo**님,"순살 3종세트（후라이드＋양념＋깐풍）/1(추가 선택(콜라 1.25L로 변경),사이드 메뉴(노랑감자튀김))",좋아요~ 또 시켜 먹을께요~,2021년 4월 5일,5,5,5,5
